time,signal
94,1.969128669058411
95,1.99112392920616
96,1.9998420884076322
97,1.9952250127224502
98,1.9773034894758277
99,1.9461970219642526
100,1.9021130325903073
101,1.8453454797402298
102,1.776272897627089
103,1.695355872170166
104,1.6031339697417524
105,1.5002221392609179
106,1.3873066116256083
107,1.2651403238262495
108,1.1345378982535133
109,0.9963702106789784
110,0.8515585831301447
111,0.7010686403825169
112,0.5459038710346489
113,0.38709893610171836
114,0.22571276974696425
115,0.06282151815625696
116,-0.10048863635954278
117,-0.2631287181845656
118,-0.42401421984411036
119,-0.5820723336565418
120,-0.7362491053693578
121,-0.8855164620778053
122,-1.0288790675630124
123,-1.165380959337155
124,-1.294111923138889
125,-1.4142135623730958
126,-1.5248850220228944
127,-1.625388328866189
128,-1.7150533123873057
129,-1.7932820735704715
130,-1.859552971776504
131,-1.913424103117661
132,-1.9545362471363872
133,-1.9826152621390127
134,-1.9974739132120352
135,-1.999013120731463
136,-1.9872226210400168
137,-1.9621810348866675
138,-1.9240553431721716
139,-1.8730997734963843
140,-1.8096541049320385
141,-1.7341414023289792
142,-1.6470651952568536
143,-1.549006120397468
144,-1.440618049775814
145,-1.322623730647301
146,-1.1958099661150372
147,-1.0610223686134672
148,-0.9191597212429743
149,-0.7711679845547912
150,-0.6180339887498958
151,-0.46077885335318164
152,-0.3004511782415106
153,-0.1381200514288111
154,0.025132079766706224
155,0.18821662663703012
156,0.35004611795055407
157,0.5095414513667633
158,0.6656390890459727
159,0.8172981494727013
160,0.9635073482034309
161,1.1032917412568612
162,1.2357192261806698
163,1.3599067574448398
164,1.4750262347163494
165,1.5803100247513804
166,1.6750560800842853
167,1.7586326203811127
168,1.8304823452418355
169,1.89012615035961
170,1.9371663222572626
171,1.9712891902979965
172,1.9922672182863448
173,1.9999605217122742
174,1.9943178005212279
175,1.9753766811902753
176,1.9432634658293468
177,1.8981922899805888
178,1.8404636947317399
179,1.770462622664911
180,1.6886558510040286
181,1.595588879077142
182,1.4918822908483638
183,1.378227616774696
184,1.2553827225813998
185,1.1241667557042596
186,0.985454683096584
187,0.8401714568236098
188,0.6892858463490308
189,0.5338039786407507
190,0.37476262917144837
191,0.21322230855051844
192,0.05026019088667306
193,-0.1130370689640479
194,-0.275580581369279
195,-0.4362864827930884
196,-0.5940831631540735
197,-0.7479184114756017
198,-0.8967664321800688
199,-1.0396346852414204
200,-1.1755705045849452
201,-1.3036674506017596
202,-1.4230713544185705
203,-1.5329860136187021
204,-1.6326785014343683
205,-1.721484054007886
206,-1.7988105031327428
207,-1.864142224916424
208,-1.9170435780347526
209,-1.9571618086509441
210,-1.9842294026289562
211,-1.9980658693562494
212,-1.9985789452811784
213,-1.9857652091396272
214,-1.959710104768494
215,-1.9205873713538855
216,-1.8686578849132243
217,-1.8042679187364041
218,-1.7278468343856668
219,-1.639904218650906
220,-1.5410264855515776
221,-1.4318729660436584
222,-1.313171511505911
223,-1.185713640322119
224,-1.0503492599225885
225,-0.9079809994790933
226,-0.7595581910435981
227,-0.6060705392655467
228,-0.44854152189876406
229,-0.28802156510450205
230,-0.1255810390586275
231,0.03769687943081964
232,0.20072342970243706
233,0.36241152725427195
234,0.521683012579795
235,0.6774758404905877
236,0.8287511619865703
237,0.9745002514506701
238,1.1137512329763728
239,1.2455755609762251
240,1.3690942118573803
241,1.483483545477479
242,1.5879807972956739
243,1.6818891645963392
244,1.7645824528699061
245,1.8355092513679636
246,1.894196609989491
247,1.940253192980211
248,1.9733718884157363
249,1.9933318560680602
250,2.0
251,1.9933318560680593
252,1.9733718884157367
253,1.9402531929802118
254,1.8941966099894874
255,1.8355092513679618
256,1.7645824528699043
257,1.6818891645963372
258,1.5879807972956714
259,1.4834835454774766
260,1.3690942118573723
261,1.245575560976222
262,1.1137512329763755
263,0.9745002514506667
264,0.8287511619865667
265,0.6774758404905773
266,0.5216830125797981
267,0.36241152725427506
268,0.2007234297024261
269,0.03769687943081572
270,-0.1255810390586314
271,-0.28802156510450594
272,-0.44854152189876095
273,-0.6060705392655504
274,-0.7595581910436083
275,-0.9079809994790968
276,-1.0503492599225919
277,-1.1857136403221165
278,-1.313171511505914
279,-1.4318729660436662
280,-1.54102648555158
281,-1.6399042186509043
282,-1.7278468343856723
283,-1.804267918736406
284,-1.8686578849132256
285,-1.9205873713538886
286,-1.9597101047684935
287,-1.9857652091396276
288,-1.9985789452811784
289,-1.9980658693562494
290,-1.9842294026289546
291,-1.9571618086509448
292,-1.9170435780347514
293,-1.86414222491642
294,-1.798810503132741
295,-1.7214840540078877
296,-1.632678501434366
297,-1.5329860136186997
298,-1.4230713544185678
299,-1.3036674506017514
300,-1.1755705045849478
301,-1.0396346852414171
302,-0.8967664321800654
303,-0.747918411475598
304,-0.594083163154063
305,-0.436286482793088
306,-0.2755805813692751
307,-0.11303706896404397
308,0.05026019088667698
309,0.21322230855052585
310,0.3747626291714522
311,0.533803978640751
312,0.6892858463490379
313,0.8401714568236198
314,0.9854546830965812
315,1.1241667557042627
316,1.2553827225814
317,1.378227616774699
318,1.4918822908483689
319,1.59558887907714
320,1.6886558510040306
321,1.7704626226649127
322,1.8404636947317414
323,1.898192289980591
324,1.9432634658293486
325,1.9753766811902753
326,1.994317800521228
327,1.9999605217122742
328,1.9922672182863446
329,1.9712891902979959
330,1.9371663222572626
331,1.8901261503596087
332,1.8304823452418324
333,1.7586326203811107
334,1.675056080084283
335,1.580310024751378
336,1.4750262347163468
337,1.3599067574448342
338,1.2357192261806667
339,1.1032917412568608
340,0.9635073482034274
341,0.8172981494726976
342,0.665639089045969
343,0.509541451366763
344,0.3500461179505537
345,0.18821662663702624
346,0.02513207976669875
347,-0.138120051428815
348,-0.30045117824151446
349,-0.46077885335318547
350,-0.6180339887498961
351,-0.7711679845547981
352,-0.9191597212429841
353,-1.0610223686134674
354,-1.1958099661150403
355,-1.3226237306473039
356,-1.4406180497758168
357,-1.549006120397473
358,-1.6470651952568538
359,-1.7341414023289812
360,-1.8096541049320418
361,-1.873099773496386
362,-1.9240553431721719
363,-1.962181034886669
364,-1.987222621040017
365,-1.9990131207314632
366,-1.997473913212035
367,-1.9826152621390132
368,-1.9545362471363863
369,-1.9134241031176609
370,-1.8595529717765014
371,-1.7932820735704682
372,-1.7150533123873055
373,-1.6253883288661868
374,-1.5248850220228918
375,-1.414213562373093
376,-1.2941119231388833
377,-1.165380959337149
378,-1.0288790675630122
379,-0.8855164620777987
380,-0.7362491053693542
381,-0.5820723336565381
382,-0.42401421984410653
383,-0.26312871818456524
384,-0.10048863635953531
385,0.06282151815626444
386,0.22571276974696108
387,0.3870989361017222
388,0.545903871034656
389,0.7010686403825206
390,0.8515585831301514
391,0.9963702106789787
392,1.1345378982535193
393,1.2651403238262526
394,1.387306611625611
395,1.500222139260918
396,1.603133969741759
397,1.69535587217017
398,1.7762728976270907
399,1.8453454797402298
400,1.9021130325903064
401,1.946197021964255
402,1.9773034894758288
403,1.9952250127224507
404,1.9998420884076322
405,1.991123929206159
406,1.9691286690584096
407,1.9340029755248689
408,1.8859810717857284
409,1.8253831748070064
410,1.7526133600877294
411,1.668156867226339
412,1.5725768642732356
413,1.46651069244512
414,1.3506656162420405
415,1.2258141073059463
416,1.0927886934685338
417,0.9524764073358638
418,0.805812871427326
419,0.6537760593098886
420,0.49737977432970254
421,0.3376668894254636
422,0.1757023931014852
423,0.012566287931119814
424,-0.15065361105587466
425,-0.31286893008046784
426,-0.4729979940474524
427,-0.6299730393106097
428,-0.7827473336744021
429,-0.9303021561549113
430,-1.0716535899579975
431,-1.205859083378051
432,-1.3320237348685025
433,-1.4493062603741003
434,-1.5569246031340513
435,-1.6541611485491259
436,-1.7403675093390587
437,-1.8149688490822329
438,-1.8774677153077464
439,-1.927447356580021
440,-1.9645745014573779
441,-1.9886015807939978
442,-1.9993683785666003
443,-1.9968031002179496
444,-1.9809228513933017
445,-1.9518335238774913
446,-1.9097290894932863
447,-1.8548903066693243
448,-1.7876828483025244
449,-1.7085548633985883
450,-1.6180339887498945
451,-1.5167238305774453
452,-1.4052999395976922
453,-1.2845053063531644
454,-1.155145406844533
455,-1.0180828315007306
456,-0.874231533301869
457,-0.7245507334090975
458,-0.5700385249399479
459,-0.4117252175397611
460,-0.25066646712860996
461,-0.08793623663572017
462,0.07538036533987565
463,0.23819432018974296
464,0.39941996102882843
465,0.557982212078456
466,0.7128237574264962
467,0.8629120913619229
468,1.0072464032715238
469,1.1448642511891813
470,1.2748479794973875
471,1.3963308379869506
472,1.5085027614722104
473,1.610615771422253
474,1.7019889635893903
475,1.7820130483767336
476,1.8501544136689132
477,1.9059586830344386
478,1.9490537455731543
479,1.9791522372053016
480,1.9960534568565436
481,1.999644704761618
482,1.9899020339626001
483,1.966890409990657
484,1.930763277666545
485,1.8817615379084534
486,1.8202119413699895
487,1.7465249096198399
488,1.6611917983916265
489,1.5647816211531707
490,1.4579372548428189
491,1.3413711530734378
492,1.2158605953891994
493,1.0822425042537422
494,0.9414078643306705
495,0.7942957812695566
496,0.6418872196144171
497,0.4851984615908159
498,0.3252743303897573
499,0.16318122313630815
500,-3.921345679817883e-15
501,-0.16318122313631597
502,-0.32527433038977904
503,-0.4851984615908235
504,-0.6418872196144111
505,-0.7942957812695638
506,-0.9414078643306649
507,-1.082242504253749
508,-1.215860595389217
509,-1.3413711530734436
510,-1.4579372548428242
511,-1.5647816211531842
512,-1.6611917983916307
513,-1.7465249096198368
514,-1.8202119413699929
515,-1.8817615379084511
516,-1.930763277666547
517,-1.966890409990661
518,-1.9899020339626008
519,-1.9996447047616182
520,-1.9960534568565422
521,-1.9791522372053003
522,-1.9490537455731527
523,-1.9059586830344362
524,-1.8501544136689154
525,-1.7820130483767365
526,-1.7019889635893861
527,-1.61061577142224
528,-1.5085027614722053
529,-1.396330837986945
530,-1.2748479794973706
531,-1.144864251189175
532,-1.0072464032715291
533,-0.8629120913619158
534,-0.7128237574265021
535,-0.5579822120784621
536,-0.3994199610288068
537,-0.2381943201897352
538,-0.07538036533986782
539,0.08793623663574221
540,0.2506664671286178
541,0.4117252175397688
542,0.5700385249399553
543,0.7245507334090915
544,0.8742315333018632
545,1.0180828315007497
546,1.1551454068445395
547,1.2845053063531704
548,1.405299939597708
549,1.5167238305774502
550,1.6180339887498991
551,1.7085548633985925
552,1.787682848302528
553,1.8548903066693219
554,1.9097290894932843
555,1.9518335238774962
556,1.9809228513933028
557,1.99680310021795
558,1.9993683785665997
559,1.988601580793997
560,1.9645745014573763
561,1.927447356580019
562,1.8774677153077486
563,1.8149688490822355
564,1.7403675093390478
565,1.6541611485491214
566,1.5569246031340462
567,1.4493062603740852
568,1.3320237348684967
569,1.2058590833780447
570,1.0716535899579789
571,0.930302156154917
572,0.782747333674408
573,0.6299730393106022
574,0.47299799404744475
575,0.3128689300804601
576,0.15065361105586683
577,-0.012566287931127657
578,-0.17570239310149302
579,-0.33766688942547135
580,-0.4973797743297239
581,-0.6537760593098826
582,-0.8058128714273203
583,-0.9524764073358831
584,-1.0927886934685402
585,-1.2258141073059525
586,-1.3506656162420567
587,-1.4665106924451252
588,-1.5725768642732405
589,-1.668156867226351
590,-1.7526133600877265
591,-1.8253831748070037
592,-1.885981071785731
593,-1.9340029755248709
594,-1.9691286690584109
595,-1.991123929206161
596,-1.9998420884076324
597,-1.99522501272245
598,-1.9773034894758255
599,-1.94619702196425
600,-1.9021130325903084
601,-1.845345479740227
602,-1.7762728976270872
603,-1.6953558721701658
604,-1.6031339697417542
605,-1.500222139260913
606,-1.3873066116256054
607,-1.2651403238262464
608,-1.1345378982535013
609,-0.9963702106789842
610,-0.8515585831301508
611,-0.7010686403825133
612,-0.5459038710346484
613,-0.38709893610172147
614,-0.22571276974695328
615,-0.06282151815624949
616,0.10048863635954315
617,0.26312871818458006
618,0.42401421984412113
619,0.5820723336565388
620,0.7362491053693615
621,0.8855164620778057
622,1.0288790675630128
623,1.1653809593371611
624,1.2941119231388947
625,1.4142135623730985
626,1.5248850220229062
627,1.6253883288661954
628,1.7150533123873024
629,1.7932820735704684
630,1.8595529717765042
631,1.913424103117661
632,1.9545362471363865
633,1.9826152621390143
634,1.9974739132120354
635,1.999013120731463
636,1.9872226210400152
637,1.9621810348866662
638,1.9240553431721736
639,1.873099773496383
640,1.8096541049320385
641,1.734141402328981
642,1.6470651952568494
643,1.5490061203974634
644,1.4406180497758112
645,1.3226237306472928
646,1.1958099661150283
647,1.0610223686134608
648,0.9191597212429707
649,0.7711679845547909
650,0.6180339887498955
651,0.46077885335317087
652,0.3004511782415067
653,0.13812005142880718
654,-0.025132079766706592
655,-0.1882166266370411
656,-0.3500461179505614
657,-0.5095414513667568
658,-0.6656390890459765
659,-0.8172981494726983
660,-0.9635073482034281
661,-1.1032917412568675
662,-1.2357192261806729
663,-1.35990675744484
664,-1.4750262347163567
665,-1.580310024751387
666,-1.6750560800842875
667,-1.7586326203811145
668,-1.8304823452418355
669,-1.890126150359609
670,-1.9371663222572646
671,-1.9712891902979972
672,-1.9922672182863452
673,-1.9999605217122745
674,-1.994317800521227
675,-1.9753766811902742
676,-1.9432634658293466
677,-1.8981922899805885
678,-1.840463694731741
679,-1.7704626226649123
680,-1.6886558510040264
681,-1.5955888790771395
682,-1.4918822908483635
683,-1.378227616774688
684,-1.255382722581394
685,-1.1241667557042563
686,-0.9854546830965806
687,-0.8401714568236127
688,-0.6892858463490371
689,-0.5338039786407435
690,-0.3747626291714445
691,-0.21322230855051805
692,-0.05026019088666203
693,0.1130370689640589
694,0.2755805813692829
695,0.4362864827931026
696,0.5940831631540705
697,0.7479184114755987
698,0.8967664321800723
699,1.0396346852414238
700,1.1755705045849485
701,1.303667450601768
702,1.4230713544185782
703,1.5329860136187046
704,1.6326785014343788
705,1.7214840540078882
706,1.7988105031327415
707,1.8641422249164203
708,1.9170435780347537
709,1.957161808650945
710,1.9842294026289558
711,1.99806586935625
712,1.9985789452811782
713,1.9857652091396267
714,1.9597101047684904
715,1.9205873713538864
716,1.8686578849132254
717,1.8042679187364024
718,1.7278468343856683
719,1.6399042186509039
720,1.5410264855515705
721,1.4318729660436558
722,1.3131715115059082
723,1.1857136403221045
724,1.0503492599225912
725,0.9079809994790962
726,0.7595581910435946
727,0.606070539265543
728,0.44854152189876023
729,0.2880215651044911
730,0.1255810390586165
731,-0.03769687943082356
732,-0.2007234297024339
733,-0.36241152725428977
734,-0.521683012579792
735,-0.6774758404905781
736,-0.8287511619865738
737,-0.9745002514506673
738,-1.113751232976376
739,-1.2455755609762338
740,-1.3690942118573832
741,-1.4834835454774817
742,-1.5879807972956805
743,-1.6818891645963376
744,-1.7645824528699046
745,-1.8355092513679652
746,-1.8941966099894898
747,-1.9402531929802118
748,-1.973371888415738
749,-1.9933318560680604
750,-2.0
751,-1.9933318560680584
752,-1.9733718884157339
753,-1.9402531929802125
754,-1.894196609989486
755,-1.8355092513679603
756,-1.7645824528699057
757,-1.681889164596339
758,-1.5879807972956648
759,-1.483483545477474
760,-1.3690942118573746
761,-1.2455755609762134
762,-1.1137512329763661
763,-0.9745002514506694
764,-0.8287511619865632
765,-0.6774758404905803
766,-0.5216830125797943
767,-0.36241152725426423
768,-0.2007234297024222
769,-0.0376968794308118
770,0.12558103905864243
771,0.2880215651045168
772,0.44854152189875784
773,0.6060705392655542
774,0.7595581910436054
775,0.9079809994790939
776,1.0503492599226012
777,1.1857136403221253
778,1.313171511505917
779,1.431872966043674
780,1.5410264855515872
781,1.6399042186509105
782,1.7278468343856672
783,1.8042679187364075
784,1.8686578849132296
785,1.9205873713538897
786,1.9597101047684955
787,1.985765209139628
788,1.9985789452811786
789,1.9980658693562494
790,1.984229402628956
791,1.9571618086509455
792,1.9170435780347463
793,1.8641422249164161
794,1.7988105031327362
795,1.721484054007882
796,1.6326785014343639
797,1.532986013618697
798,1.42307135441857
799,1.3036674506017591
800,1.1755705045849503
801,1.0396346852414016
802,0.8967664321800491
803,0.7479184114755878
804,0.5940831631540593
805,0.4362864827930773
806,0.2755805813692712
807,0.11303706896404717
808,-0.05026019088667379
809,-0.2132223085505439
810,-0.37476262917147
811,-0.5338039786407686
812,-0.6892858463490482
813,-0.8401714568236234
814,-0.9854546830965909
815,-1.1241667557042896
816,-1.2553827225814032
817,-1.3782276167746967
818,-1.491882290848362
819,-1.5955888790771382
820,-1.688655851004025
821,-1.7704626226649045
822,-1.8404636947317456
823,-1.8981922899805923
824,-1.9432634658293495
825,-1.975376681190276
826,-1.9943178005212279
827,-1.9999605217122742
828,-1.992267218286343
829,-1.9712891902979928
830,-1.9371663222572582
831,-1.8901261503596052
832,-1.8304823452418308
833,-1.758632620381109
834,-1.6750560800842655
835,-1.58031002475138
836,-1.475026234716349
837,-1.3599067574448418
838,-1.2357192261806749
839,-1.1032917412568695
840,-0.9635073482034178
841,-0.8172981494726876
842,-0.6656390890459654
843,-0.5095414513667592
844,-0.35004611795054985
845,-0.1882166266370294
846,-0.025132079766709038
847,0.13812005142883307
848,0.3004511782415324
849,0.4607788533531962
850,0.6180339887499066
851,0.7711679845548016
852,0.9191597212429813
853,1.061022368613495
854,1.1958099661150379
855,1.3226237306473014
856,1.4406180497758097
857,1.5490061203974619
858,1.647065195256848
859,1.7341414023289867
860,1.8096541049320434
861,1.8730997734963872
862,1.924055343172173
863,1.9621810348866684
864,1.9872226210400166
865,1.9990131207314639
866,1.997473913212034
867,1.982615262139011
868,1.9545362471363839
869,1.9134241031176578
870,1.8595529717764998
871,1.7932820735704695
872,1.7150533123872889
873,1.6253883288661886
874,1.5248850220228984
875,1.4142135623731003
876,1.2941119231388964
877,1.1653809593371631
878,1.0288790675630026
879,0.8855164620777951
880,0.7362491053693505
881,0.5820723336565411
882,0.42401421984410964
883,0.2631287181845684
884,0.1004886363595172
885,-0.06282151815627546
886,-0.2257127697469791
887,-0.387098936101733
888,-0.5459038710346598
889,-0.7010686403825243
890,-0.8515585831301743
891,-0.9963702106790068
892,-1.1345378982535108
893,-1.2651403238262446
894,-1.3873066116256036
895,-1.5002221392609114
896,-1.6031339697417613
897,-1.695355872170172
898,-1.7762728976270925
899,-1.8453454797402313
900,-1.9021130325903075
901,-1.9461970219642528
902,-1.9773034894758272
903,-1.9952250127224518
904,-1.999842088407632
905,-1.9911239292061587
906,-1.9691286690584087
907,-1.934002975524868
908,-1.8859810717857273
909,-1.825383174806993
910,-1.7526133600877138
911,-1.6681568672263445
912,-1.572576864273242
913,-1.4665106924451268
914,-1.3506656162420585
915,-1.2258141073059432
916,-1.0927886934685305
917,-0.9524764073358728
918,-0.8058128714273225
919,-0.6537760593098849
920,-0.4973797743297125
921,-0.3376668894254457
922,-0.17570239310146715
923,-0.012566287931101683
924,0.15065361105587857
925,0.31286893008047173
926,0.4729979940474562
927,0.6299730393106133
928,0.7827473336744318
929,0.9303021561549399
930,1.0716535899579889
931,1.205859083378043
932,1.332023734868495
933,1.4493062603740834
934,1.5569246031340538
935,1.654161148549128
936,1.7403675093390536
937,1.8149688490822347
938,1.8774677153077477
939,1.9274473565800183
940,1.9645745014573812
941,1.9886015807939996
942,1.9993683785666003
943,1.9968031002179494
944,1.9809228513933013
945,1.9518335238774935
946,1.9097290894932768
947,1.854890306669312
948,1.7876828483025164
949,1.708554863398579
950,1.6180339887499005
951,1.516723830577452
952,1.4052999395977097
953,1.2845053063531613
954,1.1551454068445297
955,1.0180828315007395
956,0.8742315333018654
957,0.7245507334090938
958,0.5700385249399577
959,0.4117252175397434
960,0.250666467128592
961,0.08793623663571626
962,-0.07538036533987957
963,-0.23819432018974687
964,-0.3994199610288183
965,-0.5579822120784871
966,-0.7128237574265264
967,-0.8629120913619392
968,-1.0072464032715394
969,-1.144864251189173
970,-1.2748479794973686
971,-1.3963308379869535
972,-1.508502761472213
973,-1.610615771422247
974,-1.7019889635893848
975,-1.7820130483767354
976,-1.8501544136689145
977,-1.9059586830344355
978,-1.9490537455731585
979,-1.979152237205304
980,-1.9960534568565438
981,-1.999644704761618
982,-1.9899020339625997
983,-1.9668904099906588
984,-1.9307632776665404
985,-1.8817615379084423
986,-1.8202119413699822
987,-1.746524909619831
988,-1.6611917983916322
989,-1.5647816211531858
990,-1.4579372548428162
991,-1.341371153073435
992,-1.2158605953892077
993,-1.082242504253751
994,-0.941407864330667
995,-0.794295781269566
996,-0.6418872196144
997,-0.4851984615907983
998,-0.32527433038975345
999,-0.16318122313630423
